Site,Site_code,Interview Number,MAP,Interviewee ID,Sex of Interviewee,Age,Relationship to HH,Engaged in Work,Unemployment Reason,Type of Employment,Education,Percent Wood Purchased,Percent Wood Collected,FMP,SMP,TMP,FMP,SMP,TMP,Cooking,Lighting,Heating,Commerce,Charcoal Production,Preferred Species Cooking 1,Preferred Species Cooking 2,Preferred Species Cooking 3,Utilized Species Cooking 1,Utilized Species Cooking 2,Utilized Species Cooking 3,Preferred Species Lighting 1,Preferred Species Lighting 2,Preferred Species Lighting 3,Utilized Species Lighting 1,Utilized Species Lighting 2,Utilized Species Lighting 3,Preferred Species Heating 1,Preferred Species Heating 2,Preferred Species Heating 3,Utilized Species Heating 1,Utilized Species Heating 2,Utilized Species Heating 3,Preferred Species Commerce 1,Preferred Species Commerce 2,Preferred Species Commerce 3,Utilized Species Commerce 1,Utilized Species Commerce 2,Utilized Species Commerce 3,Preferred Species Charcoal 1,Preferred Species Charcoal 2,Preferred Species Charcoal 3,Utilized Species Charcoal 1,Utilized Species Charcoal 2,Utilized Species Charcoal 3,Dead/Live Collection,Prop. Dead Collect,Prop. Live Cut,Reason for Prop.,Dead/Live Preference,Daily Wood Consumption (kg),No. Sticks per day,No. People in HH,SubSample Wet (kg),SubSample Wet (g),SubSample Dry (g),Dry:Wet Ratio,Corrected_ratio,Annual Wood Demand (kg/cap/year),Sex of Collector,Collectors Relation to HH,Sex of Wood Buyer,Buyer Relation to HH,Money/Year (CFA),Sex of Cutter,Cutter Relation to HH,Prop. Dead Collected Savanna,Prop. Dead Collected Ag,Prop. Live Cut Savanna,Prop. Live Cut Ag,Prop. Purchased,Prop. Collect Savanna Rainy Season,Prop. Collect Savanna Dry Season,Prop. Collect Ag Rainy Season,Prop. Collect Ag Dry Season,Prop. Cut Savanna Rainy Season,Prop. Cut Savanna Dry Season,Prop. Cut Ag Rainy Season,Prop. Cut Ag Dry Season,Type Cookstove,Cut Distance Travel Species 1 (hr),Cut Distance Travel Species 2 (hr),Cut Distance Travel Species 3 (hr),Cut Means Travel Species 1,Cut Means Travel Species 2,Cut Means Travel Species 3,Collect Distance Travel Species 1,Collect Distance Travel Species 2,Collect Distance Travel Species 3,Collect Means Travel Species 1,Collect Means Travel Species 2,Collect Means Travel Species 3,
BLakamane,b,17,570,1,1,54,0,1,,8,1,0,100,1,3,,2,,,90,0,10,0,0,1,2,10,1,2,10,,,,,,,2,10,10,2,10,10,,,,,,,,,,,,,1,100,0,2,D,5.9,9,7,0.06,60,61.08,1.018,1,2818.623857,1,2,,,,,,100,0,0,0,0,50,50,0,0,0,0,0,0,1,,,,,,,1,1,1,DC,DC,DC,
BLakamane,b,18,570,1,2,25,1,1,,8,1,0,100,1,3,,,2,,90,0,10,0,0,10,10,10,2,3,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,6,D,2.74,12,17,0.04,40,32.18,0.8045,0.8045,567.9391412,1,0,,,,,,100,0,0,0,0,50,50,0,0,0,0,0,0,1,,,,,,,1,1,1,DC,DC,DC,
BLakamane,b,19,570,1,1,53,0,1,,8,1,0,100,1,3,,2,,,90,0,10,0,0,2,1,10,2,1,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,2,D,1.77,22,15,0.08,80,78.02,0.97525,0.97525,924.088385,1,2,,,,,,100,0,0,0,0,50,50,0,0,0,0,0,0,1,,,,,,,1,1,1,DC,DC,DC,
BLakamane,b,20,570,1,1,60,0,1,,8,3,0,100,1,3,,2,,,90,0,10,0,0,1,2,3,1,2,3,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,90,10,2 and 4,D,1.7,9,4,0.1,100,80.53,0.8053,0.8053,1124.299463,1,2,,,,1,2,100,0,0,100,0,50,50,0,0,0,0,0,100,1,,,,,,,1,1,1,DC,DC,DC ,
CNegela,c,1,800,1,1,59,0,1,,2,4,100,0,1,,,1,,,100,0,0,0,0,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54,12,18,0.06,60,44.73,0.7455,0.7455,642.1737,,,1,0,60000,,,,,,,100,,,,,,,,,1,0,,,DC,,,,,,,,,
CNegela,c,2,800,1,1,64,0,1,,8 and 2 ,1,40,60,1,3,,1,,,90,0,10,0,0,1,2,3,1,2,3,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,,,2.33,60,40,0.11,110,54.63,0.496636364,0.496636364,633.5465932,1,2,1,0,,,,100,0,0,0,40,50,50,0,0,0,0,0,0,1,0,0,0,,,,1.5,1.5,1.5,F,F,F,This household only collects; they do not want to cut because the forest is controlled . They use live trees for fruit and dont want to cut them. They also use branches for medicine. For a stove they have a metal stand stove and a 3 rock insulation system. 
CNegela,c,2,800,2,2,55,1,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNegela,c,2,800,3,2,40,1,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNegela,c,3,800,1,2,50,1,1,,2,1,100,0,1,,,1,,,100,0,0,0,0,1,2,10,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,3,20,0.08,80,73.83,0.922875,0.922875,103.5811828,,,1,0,36000,,,,,,,100,,,,,,,,,1,,,,,,,,,,,,,"This housedid not cut or collect, bought all in town. "
CNegela,c,4,800,1,1,46,0,1,,8 and 2,5,90,10,1,3,,1,,,90,0,10,0,0,10,10,10,10,10,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,,,2.35,30,45,0.11,110,96.95,0.881363636,0.881363636,503.9931061,2,1 and 2,1,0,96000,,,100,0,0,0,90,50,50,0,0,0,0,0,0,1,,,,,,,2,2,2,F,F,F,
CNegela,c,4,800,2,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNegela,c,5,800,1,1,35,5,1,,8 and 2 ,12,20,80,1,3,,"1, 2, and 3",,,90,0,10,0,0,1,2,10,10,10,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,,,2.56,10,25,0.13,130,77.69,0.597615385,0.597615385,223.3647262,1,8,,,,,,100,0,0,0,20,50,50,,,,,,,1,,,,,,,2,2,2,DC,DC,DC,Head of household pays for someone to go get food. 
CNegela,c,6,800,1,1,71,0,1,,9 and 8,12,30,70,1,3,,1 and 2,1and 2,,90,0,10,0,0,1,2,10,1,2,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,,,2.01,10,15,0.1,100,94.88,0.9488,0.9488,464.05808,3,2,1,0,96000,,,100,0,0,0,30,50,50,0,0,0,0,0,0,1,,,,,,,1,1,1,DC,DC,DC,
CNegela,c,7,800,1,2,45,1,1,,2,3,0,100,1,3,,1 and 2,1and 2,,90,0,10,0,0,10,10,10,10,10,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,,,0.59,10,7,0.065,65,40.78,0.627384615,0.627384615,193.0103956,2,2,,,,,,100,0,0,0,0,50,50,0,0,0,0,0,0,1,,,,,,,2,,,F,,,"Very small family so they could collect only. Interesting that when collection is not enough, people must buy wood. Where as in other places people can cut wood "
CNegela,c,8,800,1,2,26,1,1,,8,1,60,40,1,3,,1 and 2,1and 2,,90,0,10,0,0,10,10,10,1,3,2,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,,,0.78,15,8,0.1,100,94.9,0.949,0.949,506.5880625,1,1,1,1,27375,,,100,0,0,0,60,50,50,0,0,0,0,0,0,1,,,,,,,1,1,1,F,F,F,
CNegela,c,9,800,1,2,58,1,1,,8,5,100,0,1,3,,3,2,,0,0,0,0,0,10,10,10,1,2,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,2.06,12,10,0.14,140,107.6,0.768571429,0.768571429,693.4666286,,,1,0,18000,,,,,,,100,,,,,,,,,1,,,,,,,,,,,,,Has homemade cook stove to conserve wood. 
CNegela,c,10,800,1,1,42,0,1,,8 and 2 ,5,100,0,1,,,1,2,,0,0,0,0,0,1,2,10,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,18,,0.04,40,28.62,0.7155,0.7155,,,,1,0,18000,,,,,,,100,,,,,,,,,1,,,,,,,,,,,,,Also has metal stand stove 
CNegela,c,11,800,1,1,30,0,1,,8 and 2 ,4,0,100,1,3,,1,2,,90,0,10,0,0,1,10,10,1,10,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,3,70,30,3,D,0.71,20,15,0.07,70,43.32,0.618857143,0.618857143,213.8357714,2,1,,,,,,100,0,0,100,0,0,100,0,0,0,0,0,100,1,0.5,0.5,0.5,DC,DC,DC,0.5,0.5,0.5,DC,DC,DC,
CNegela,c,12,800,1,1,40,6,1,,8,5,0,100,1,3,,2,1,,60,0,10,0,30,2,1,10,2,1,10,,,,,,,10,10,10,10,10,10,,,,,,,2,5,10,2,5,10,3,100,0,3,D,0.73,45,20,0.04,40,33.75,0.84375,0.84375,505.8386719,1,0,,,,1,0,70,30,0,100,0,50,50,50,50,0,0,0,100,1,0.5,0.5,0.5,DC,DC,DC,0.75,0.75,0.75,DC,DC,DC,
CNegela,c,12,800,2,2,45,1,1,,8,1,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNegela,c,13,800,1,2,22,2,2,3,,4,70,30,1,3,,1,2,,90,0,10,0,0,10,10,10,10,10,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,3,D,3.06,10,unkwn,0.1,100,,0,0,,1,2,1,0,36000,,,100,0,0,0,70,50,50,0,0,0,0,0,0,1,,,,,,,1,,,DC,,,unknown house hold size 
CNegela,c,13,800,2,2,55,1,1,,8 and 2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNegela,c,14,800,1,1,69,0,2,5 and 6,,7,50,50,1,3,,1 and 2,,,90,0,10,0,0,1,2,10,1,2,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,3,D,1,13,11,0.05,50,41.13,0.8226,0.8226,354.8397273,1,2,2,1,36000,,,100,0,0,0,50,0,100,0,0,0,0,0,0,2,,,,,,,1.5,1.5,,DC,DC,DC,
CNegela,c,14,800,2,2,21,2,2,2,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNegela,c,15,800,1,2,NA,1,1,,8,1,0,100,1,3,,3,1,,90,0,10,0,0,1,2,10,1,2,7,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,3,D,2.48,35,35,0.12,120,50.7,0.4225,0.4225,382.447,2,1 and 2 ,,,,,,100,0,0,0,0,0,100,0,0,0,0,0,0,unkwn ,,,,,,,1,1,0.1,F,F,F,
CNegela,c,15,800,2,2,32,2,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNegela,c,16,800,1,2,30,1,1,,8,1,50,50,1,3,,1,2,,90,0,10,0,0,10,10,10,10,10,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,3,D,2.19,10,12,0.02,20,13.01,0.6505,0.6505,433.3143125,1,6,1,0,18000,,,60,40,0,0,50,50,50,50,50,0,0,0,0,1,,,,,,,1,,,DC,,,
CNegela,c,17,800,1,1,63,0,2,5,,1,20,80,1,3,,1,2,,90,0,10,0,0,1,2,10,1,2,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,3,D,0.82,12,15,0.08,80,68.84,0.8605,0.8605,206.03812,1,2,1,0,6000,,,100,0,0,0,20,50,50,0,0,0,0,0,0,1,,,,,,,1.5,1.5,,DC,DC,,
CNegela,c,17,800,2,2,55,1,2,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNegela,c,17,800,3,2,16,8,2,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNegela,c,18,800,1,1,45,0,1,,2 and 8,5,40,60,1,3,,1,2,,90,0,10,0,0,1,10,10,1,10,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,3,D,2.67,10,26,0.05,50,37.07,0.7414,0.7414,277.8966808,1,2,1,0,36000,,,100,0,0,0,40,100,0,0,0,0,0,0,0,1,,,,,,,0.5,,,F,,,
CNegela,c,18,800,2,2,46,1,1,,2 and 8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNegela,c,19,800,1,1,70,0,1,,8,12,0,100,1,3,,1,2,,90,0,10,0,0,1,2,10,1,2,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,3,D,3.22,10,30,0.06,60,46.03,0.767166667,0.767166667,300.5503278,1,2,,,,,,100,0,0,0,0,0,100,0,0,0,0,0,0,1,,,,,,,2,2,,DC,DC,,
CNegela,c,19,800,2,2,65,1,1,,8,1,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNegela,c,20,800,1,2,65,1,2,5,,1,30,70,1,3,,1,2,,90,0,10,0,0,1,7,10,1,7,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,3,D,1.63,20,22,0.05,50,36.96,0.7392,0.7392,399.8064,1 and 2 ,9,2,1,36500,,,30,70,0,0,30,0,100,100,0,0,0,0,0,1,,,,,,,2,2,,DC,DC,,
CNegela,c,20,800,2,1,37,2,1,,5,7,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETiendega,e,1,1200,1,1,64,0,1,,8,1,0,100,1,3,,2,1,,80,0,20,0,0,1,2,3,1,3,4,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,3,60,40,,,3.03,33,100,0.12,120,98.25,0.81875,0.81875,298.8138656,2,1,,,,2,1,40,60,100,0,0,0,100,0,100,0,100,0,0,1,0.75,0.75,0.75,F,F,F,1,1,1,F,F,F,
ETiendega,e,1,1200,2,2,not recorded,1,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETiendega,e,2,1200,1,1,75,0,1,,8,1,0,100,1,3,,2,2,,80,0,20,0,0,2,1,3,2,1,3,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,3,50,50,,,3.12,9,13,0.09,90,68.61,0.762333333,0.762333333,601.0236,2,1,,,,2,1,100,0,0,100,0,0,100,0,0,0,0,0,100,1,0.5,0.5,0.5,F,F,F,0.75,0.75,0.75,F,F,F,
ETiendega,e,2,1200,2,2,50,1,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETiendega,e,3,1200,1,1,37,0,1,,8,1,0,100,1,3,,2,2,,80,0,19,0,1,unkwn,unkwn,unkwn,2,6,5,,,,,,,unkwn,unkwn,unkwn,unkwn,unkwn,unkwn,,,,,,,unkwn,unkwn,unkwn,unkwn,unkwn,unkwn,3,40,60,,,1.91,15,14,0.06,60,50.21,0.836833333,0.836833333,625.0696696,2,1,,,,2,1,100,0,100,0,0,0,100,0,0,0,100,0,0,1,0.66,0.66,0.66,F,F,F,0.66,0.66,0.66,F,F,F,"Women not present, thus less accurate answers. Some not answered at all "
ETiendega,e,4,1200,1,2,40,1,1,,8,1,0,100,1,3,,2,2,2,80,0,20,0,0,2,6,1,2,6,1,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,3,40,60,,,3.2,30,60,0.06,60,,0,0,,2,1,,,,2,1,100,0,100,0,0,0,100,0,0,0,100,0,0,1,1,1,1,F,F,F,1,1,1,F,F,F,
ETiendega,e,4,1200,2,1,not recorded,2,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETiendega,e,4,1200,3,1,54,0,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETiendega,e,5,1200,1,1,37,0,1,,8,2,0,100,1,3,,2,2,2,80,0,20,0,0,2,6,7,2,6,7,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,3,30,70,,,1.36,10,20,0.08,80,63.86,0.79825,0.79825,198.12565,2,1,,,,2,1,100,0,60,40,0,0,100,0,0,0,100,0,100,1,0.5,0.5,0.5,F,F,F,0.5,0.5,0.5,F,F,F,
ETiendega,e,6,1200,1,2,65,1,2,7,,1,0,100,1,,,1,,,85,0,15,0,0,2,3,6,6,2,4,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,3,40,60,,,2.06,45,90,0.12,120,94.92,0.791,0.791,297.37645,2,9,,,,2,9,100,0,100,0,0,0,100,0,0,15,85,0,0,1,1,1,1,F,F,F,2,2,2,F,F,F,"Must go far for dry, dead, wood. "
ETiendega,e,7,1200,1,1,75,0,1,,8,1,0,100,1,3,,1 and 2,,,80,0,20,0,0,2,4,6,2,4,6,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,3,35,65,,,2.64,10,11,0.07,70,45.7,0.652857143,0.652857143,571.9028571,2,1,,,,2,1,100,0,90,10,0,0,100,0,0,10,90,20,80,1,1,1,1,F,F,F,2,2,2,F,F,F,
ETiendega,e,7,1200,2,2,50,1,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETiendega,e,8,1200,1,2,51,1,2,7,,1,0,100,1,3,,1 and 2,,,80,0,20,0,0,2,7,10,2,7,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,3,60,40,,,1.44,10,3,0.14,140,104.79,0.7485,0.7485,1311.372,3,2,,,,1 and 2,2,100,0,100,0,0,0,100,0,0,0,100,0,0,1,1,1,1,F,F,F,1,1,1,F,F,F,
ETiendega,e,9,1200,1,2,28,1,2,7,,1,0,100,1,3,,3 and 2,,,80,0,20,0,0,2,6,8,2,6,8,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,3,20,80,,,2.64,15,15,0.07,70,53.72,0.767428571,0.767428571,739.4941714,2,1,,,,2,1,100,0,100,0,0,10,90,0,0,0,100,0,0,1,1,1,1,F,F,F,1,1,1,F,F,F,
ETiendega,e,10,1200,1,2,48,1,1,,8,1,0,100,1,3,,2,2,2,50,0,15,0,35,2,3,10,2,3,9,,,,,,,10,10,10,10,10,10,,,,,,,2,11,10,2,11,10,3,20,80,,,3.45,30,20,0.17,170,141.77,0.833941176,0.833941176,1575.21064,2,1,,,,2,1,10,0,100,0,0,0,100,0,0,0,100,0,0,1,1,1,1,F,F,F,2,2,2,F,F,F,
ETiendega,e,11,1200,1,2,60,1,1,,8,1,0,100,1,3,,2,2,,80,0,20,0,0,2,11,6,6,2,11,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,3,80,20,,,1.8,15,10,0.07,70,55.85,0.797857143,0.797857143,786.2882143,2,1,,,,2,1,30,70,30,70,0,0,100,0,100,0,100,0,100,1,1,1,1,F,F,F,4,4,4,F,F,F,Distance measurements in distance not time 
ETiendega,e,11,1200,2,2,47,1,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETiendega,e,12,1200,1,1,47,0,1,,2,1,0,100,1,3,,,2,2,80,0,20,0,0,10,10,10,2,12,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,,,,2.22,10,5,0.03,30,30.73,1.024333333,1,1660.0346,2,1,,,,,,100,0,0,0,0,0,100,0,0,0,0,0,0,,,,,,,,1,1,1,F,F,F,
ETiendega,e,12,1200,2,2,37,1,2,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETiendega,e,13,1200,1,1,38,0,1,,8,1,0,100,1,3,,2,2,,80,0,20,0,0,2,9,6,2,9,6,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,1,100,0,,,2.64,10,6,0.04,40,32.75,0.81875,0.81875,1314.9125,3,9,,,,,,50,50,0,0,0,0,100,0,100,0,0,0,0,1,,,,,,,2,2,2,F,F,F,
ETiendega,e,13,1200,2,2,26,1,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETiendega,e,14,1200,1,1,40,0,1,,8,12,0,100,1,3,,2,2,,80,0,20,0,0,2,6,4,2,6,4,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,3,80,20,,,2.64,9,6,0.03,30,19.83,0.661,0.661,955.4094,2,1,,,,2,1,60,40,100,0,0,0,100,0,100,0,100,0,0,1,>1,>1,>1,F,F,F,>1,>1,>1,F,F,F,
ETiendega,e,14,1200,2,2,26,1,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETiendega,e,15,1200,1,2,49,1,1,,8,1,0,100,1,3,,2,2,,80,0,20,0,0,2,3,1,2,3,1,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,3,50,50,,,3.4,12,7,0.07,70,51.66,0.738,0.738,1570.042286,2,1 and 7 ,,,,2,1 and 7,80,20,100,0,0,20,80,0,100,0,100,0,0,1,1,1,1,F,F,F,2,2,2,F,F,F,
ETiendega,e,15,1200,2,2,21,7,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETiendega,e,16,1200,1,1,54,0,1,,8,1,0,100,1,3,,2,2,,77,0,18,0,5,2,3,6,2,3,6,,,,,,,10,10,10,10,10,10,,,,,,,10,10,10,10,10,10,3,30,70,,,2.3,20,15,0.05,50,35.61,0.7122,0.7122,797.1892,3,9,,,,3,9,60,40,90,10,0,5,95,0,100,0,100,0,100,1,0.75,0.75,0.75,F,F,F,1.5,1.5,1.5,F,F,F,
ETiendega,e,16,1200,2,2,40,1,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETiendega,e,17,1200,1,1,31,0,1,,8,1,0,100,1,3,,2,2,,80,0,20,0,0,10,10,10,10,10,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,3,50,50,,,3.89,12,6,0.05,50,41.92,0.8384,0.8384,2380.80448,2,1,,,,2,1,80,20,100,0,0,20,80,0,100,0,100,0,100,1,0.75,0.75,0.75,F,F,F,0.75,0.75,0.75,F,F,F,
ETiendega,e,17,1200,2,2,29,1,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETiendega,e,18,1200,2,1,50,1,1,,8,1,0,100,1,3,,2,2,,80,0,20,0,0,10,10,10,2,6,10,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,3,50,50,,,1.95,9,15,0.07,70,46.61,0.665857143,0.665857143,284.3542929,2,1,,,,2,1,60,40,100,0,0,20,80,0,100,0,100,0,0,1,1,1,1,F,F,F,1,1,1,F,F,F,
ETiendega,e,18,1200,2,2,55,1,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETiendega,e,19,1200,1,1,47,0,1,,8,1,0,100,1,3,,2,,,50,0,15,0,35,2,6,10,2,6,10,,,,,,,10,10,10,10,10,10,,,,,,,2,10,10,2,10,10,3,20,80,,,2.19,10,15,0.04,40,24.67,0.61675,0.61675,328.666075,2,1,,,,2,1,40,60,100,0,0,0,100,0,0,0,100,0,0,1,1,1,1,F,F,F,1,1,1,F,F,F,
ETiendega,e,19,1200,2,2,36,1,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETiendega,e,20,1200,1,1,22,0,1,,8,5,0,100,1,3,,2,2,,80,0,15,0,5,2,6,10,2,6,10,,,,,,,10,10,10,10,10,10,,,,,,,2,10,10,2,10,10,3,30,70,,,1.27,20,unkwn,0.06,60,38.72,0.645333333,0.645333333,,3,9,,,,3,9,60,40,90,10,0,0,100,0,100,0,100,0,100,1,0.75,0.75,0.75,F,F,F,1,1,1,F,F,F,
ETiendega,e,20,1200,2,2,18,1,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
